Target Latitude,Target Longitude,Hello
50.35,6.62,Unique
50.95,6.62,Unique
51.45,6.62,Unique
51.65,6.62,Unique
51.8,6.62,Unique
51.83,6.62,Unique
52.03,6.62,Unique
49.65,6.63,Unique
49.83,6.63,Unique
49.93,6.63,Unique
50.77,6.63,Unique
50.8,6.63,Unique
50.95,6.63,Unique
51.47,6.63,Unique
49.45,6.65,Unique
49.77,6.65,Unique
50.43,6.65,Unique
50.58,6.65,Unique
50.7,6.65,Unique
50.9,6.65,Unique
50.95,6.65,Unique
43.2,6.67,Unique
43.33,6.67,Unique
45.2,6.67,Unique
45.67,6.67,Unique
49.33,6.67,Unique
49.67,6.67,Unique
50,6.67,Unique
50.33,6.67,Unique
50.67,6.67,Unique
50.95,6.67,Unique
51.35,6.67,Unique
51.67,6.67,Unique
53.6,6.67,Unique
43.27,6.68,Unique
50.22,6.68,Unique
50.28,6.68,Unique
49.78,6.7,Unique
51.02,6.7,Unique
51.03,6.7,Unique
51.2,6.7,Unique
51.38,6.7,Unique
51.42,6.7,Unique
51.53,6.7,Unique
52.07,6.7,Unique
53.6,6.7,Unique
43.45,6.72,Unique
48.82,6.72,Unique
49.1,6.72,Unique
49.78,6.72,Unique
50.77,6.72,Unique
51.55,6.72,Unique
49.7,6.73,Unique
50.6,6.73,Unique
50.82,6.73,Unique
50.88,6.73,Unique
50.97,6.73,Unique
51.25,6.73,Unique
49.33,6.75,Unique
49.73,6.75,Unique
50.83,6.75,Unique
51.43,6.75,Unique
49.38,6.77,Unique
49.6,6.77,Unique
49.82,6.77,Unique
50.33,6.77,Unique
50.8,6.77,Unique
51.02,6.77,Unique
46.33,6.78,Unique
49.38,6.78,Unique
50.38,6.78,Unique
50.55,6.78,Unique
50.67,6.78,Unique
50.95,6.78,Unique
51.22,6.78,Unique
51.47,6.78,Unique
47.52,6.8,Unique
50.98,6.8,Unique
52.05,6.8,Unique
52.28,6.8,Unique
51.1,6.81,Unique
49.87,6.82,Unique
50.2,6.82,Unique
51.02,6.82,Unique
51.52,6.82,Unique
49.27,6.83,Unique
50.03,6.83,Unique
50.38,6.83,Unique
50.75,6.83,Unique
51.77,6.83,Unique
58.17,6.83,Unique
49.92,6.85,Unique
50.87,6.85,Unique
51.2,6.85,Unique
51.95,6.85,Unique
43.43,6.87,Unique
46.27,6.87,Unique
47.63,6.87,Unique
51.07,6.87,Unique
51.7,6.87,Unique
51.73,6.87,Unique
51.83,6.87,Unique
48.37,6.88,Unique
49.67,6.88,Unique
50.62,6.88,Unique
51.08,6.88,Unique
51.5,6.88,Unique
52.3,6.88,Unique
49.98,6.9,Unique
50.67,6.9,Unique
49.4,6.92,Unique
49.42,6.92,Unique
50.43,6.92,Unique
50.72,6.92,Unique
51.88,6.92,Unique
52,6.92,Unique
53.35,6.92,Unique
43.5,6.93,Unique
50.28,6.93,Unique
50.38,6.95,Unique
50.78,6.95,Unique
50.93,6.95,Unique
51.17,6.95,Unique
49.6,6.97,Unique
50.48,6.97,Unique
50.83,6.97,Unique
50.97,6.97,Unique
51.65,6.97,Unique
43.55,6.98,Unique
49.23,6.98,Unique
50.22,6.98,Unique
51.53,6.98,Unique
43.33,7,Unique
45.33,7,Unique
45.6,7,Unique
45.67,7,Unique
48.37,7,Unique
49,7,Unique
49.28,7,Unique
49.33,7,Unique
49.55,7,Unique
50,7,Unique
50.33,7,Unique
50.67,7,Unique
51.02,7,Unique
51.43,7,Unique
51.67,7,Unique
52,7,Unique
52.33,7,Unique
50.52,7.02,Unique
51.07,7.02,Unique
52.1,7.02,Unique
53.68,7.02,Unique
49.95,7.03,Unique
50.5,7.03,Unique
50.62,7.03,Unique
51.38,7.03,Unique
45.13,7.05,Unique
48.73,7.05,Unique
49.12,7.05,Unique
49.47,7.05,Unique
50,7.05,Unique
50.58,7.05,Unique
50.87,7.05,Unique
51.25,7.05,Unique
51.28,7.05,Unique
51.57,7.05,Unique
51.82,7.05,Unique
50.73,7.07,Unique
51.22,7.07,Unique
58.67,7.07,Unique
49.15,7.08,Unique
49.9,7.08,Unique
50.53,7.08,Unique
51.5,7.08,Unique
52.45,7.08,Unique
48.63,7.1,Unique
50.53,7.1,Unique
50.87,7.1,Unique
50.92,7.1,Unique
51.17,7.1,Unique
51.25,7.1,Unique
51.7,7.1,Unique
51.98,7.1,Unique
43.57,7.12,Unique
49.32,7.12,Unique
49.5,7.12,Unique
49.58,7.12,Unique
49.93,7.12,Unique
50.1,7.12,Unique
50.4,7.12,Unique
50.82,7.12,Unique
51.4,7.12,Unique
50.05,7.13,Unique
50.55,7.13,Unique
50.88,7.13,Unique
51.57,7.13,Unique
51.68,7.13,Unique
52.03,7.13,Unique
49.58,7.15,Unique
50.38,7.15,Unique
51.38,7.15,Unique
53.72,7.15,Unique
43.85,7.16,Unique
49.47,7.17,Unique
50.15,7.17,Unique
50.75,7.17,Unique
51.52,7.17,Unique
51.73,7.17,Unique
51.97,7.17,Unique
43.67,7.18,Unique
49.35,7.18,Unique
50.2,7.18,Unique
50.47,7.18,Unique
51.15,7.18,Unique
51.6,7.18,Unique
51.9,7.18,Unique
44.95,7.2,Unique
44.97,7.2,Unique
50.45,7.2,Unique
50.68,7.2,Unique
51.52,7.2,Unique
51.78,7.2,Unique
52.76,7.21,Unique
43.87,7.22,Unique
49.25,7.22,Unique
50.32,7.22,Unique
51.13,7.22,Unique
51.53,7.22,Unique
51.68,7.22,Unique
52.17,7.22,Unique
52.77,7.22,Unique
53.38,7.22,Unique
53.62,7.22,Unique
50.55,7.23,Unique
50.78,7.23,Unique
51.25,7.23,Unique
49.55,7.25,Unique
50.3,7.25,Unique
50.53,7.25,Unique
50.92,7.25,Unique
51.51,7.25,Unique
52.63,7.25,Unique
53.716667,7.25,Unique
51.26,7.26,Unique
43.7,7.27,Unique
49.05,7.27,Unique
50.77,7.27,Unique
51.18,7.27,Unique
51.83,7.27,Unique
53.62,7.27,Unique
49.27,7.28,Unique
50.5,7.28,Unique
50.57,7.28,Unique
50.87,7.28,Unique
51.28,7.28,Unique
50.17,7.3,Unique
52.1,7.3,Unique
52.7,7.3,Unique
50.86,7.31,Unique
45.12,7.32,Unique
45.45,7.32,Unique
45.72,7.32,Unique
50.52,7.32,Unique
50.63,7.32,Unique
51.15,7.32,Unique
52.88,7.32,Unique
43.33,7.33,Unique
44,7.33,Unique
44.33,7.33,Unique
45,7.33,Unique
47.75,7.33,Unique
49.33,7.33,Unique
49.62,7.33,Unique
49.67,7.33,Unique
50,7.33,Unique
50.5,7.33,Unique
51.43,7.33,Unique
51.58,7.33,Unique
51.67,7.33,Unique
52.33,7.33,Unique
52.53,7.33,Unique
48.08,7.35,Unique
50,7.35,Unique
52.17,7.35,Unique
52.33,7.35,Unique
49.25,7.37,Unique
49.7,7.37,Unique
48.15,7.38,Unique
50.45,7.38,Unique
50.53,7.38,Unique
50.21,7.39,Unique
43.73,7.4,Unique
49.05,7.42,Unique
49.57,7.42,Unique
50.78,7.42,Unique
50.95,7.42,Unique
51.12,7.42,Unique
53.1,7.42,Unique
53.73,7.42,Unique
50.45,7.43,Unique
51.77,7.43,Unique
52.3,7.43,Unique
49.78,7.45,Unique
50.77,7.45,Unique
50.85,7.45,Unique
51.52,7.45,Unique
52.45,7.45,Unique
50.3,7.47,Unique
50.37,7.47,Unique
50.43,7.47,Unique
51.37,7.47,Unique
53.25,7.47,Unique
44.32,7.48,Unique
50.52,7.48,Unique
53.48,7.48,Unique
44.85,7.5,Unique
51.5,7.5,Unique
52.08,7.5,Unique
53.75,7.5,Unique
43.93,7.52,Unique
45.25,7.52,Unique
50.62,7.52,Unique
51.62,7.52,Unique
52.68,7.52,Unique
49.97,7.53,Unique
50.65,7.53,Unique
51.37,7.53,Unique
52.2,7.53,Unique
44.02,7.55,Unique
44.38,7.55,Unique
49.7,7.55,Unique
50.43,7.55,Unique
50.7,7.55,Unique
44.47,7.57,Unique
44.58,7.57,Unique
49.27,7.57,Unique
49.68,7.57,Unique
50.35,7.57,Unique
50.43,7.57,Unique
51.43,7.57,Unique
36.03,7.58,Unique
49.58,7.58,Unique
50.8,7.58,Unique
43.78,7.6,Unique
50.22,7.6,Unique
50.28,7.6,Unique
50.32,7.6,Unique
50.35,7.6,Unique
50.78,7.6,Unique
48.03,7.62,Unique
49.2,7.62,Unique
50.8,7.62,Unique
50.88,7.62,Unique
52.38,7.62,Unique
53.65,7.62,Unique
47.8,7.63,Unique
50.68,7.63,Unique
48.95,7.65,Unique
49.8,7.65,Unique
50.17,7.65,Unique
50.68,7.65,Unique
51.6,7.65,Unique
51.72,7.65,Unique
44.33,7.67,Unique
44.67,7.67,Unique
45,7.67,Unique
45.33,7.67,Unique
47.67,7.67,Unique
48.33,7.67,Unique
49.33,7.67,Unique
49.67,7.67,Unique
50,7.67,Unique
50.33,7.67,Unique
50.55,7.67,Unique
50.67,7.67,Unique
50.75,7.67,Unique
50.77,7.67,Unique
51.97,7.67,Unique
52,7.67,Unique
52.13,7.67,Unique
52.33,7.67,Unique
52.53,7.67,Unique
52.67,7.67,Unique
45.07,7.68,Unique
49.72,7.68,Unique
51.53,7.68,Unique
48.1,7.7,Unique
51.37,7.7,Unique
53.55,7.7,Unique
53.78,7.7,Unique
53.883333,7.7,Unique
44.53,7.72,Unique
47.9,7.72,Unique
49.77,7.72,Unique
50.12,7.72,Unique
50.15,7.72,Unique
50.33,7.72,Unique
43.98,7.73,Unique
50.47,7.73,Unique
50.72,7.73,Unique
50.78,7.73,Unique
51.6,7.73,Unique
51.8,7.73,Unique
48.58,7.75,Unique
51.47,7.75,Unique
52.67,7.75,Unique
63.12,7.75,Unique
49.44,7.760278,Unique
53.58,7.77,Unique
47.55,7.78,Unique
48.2,7.78,Unique
48.82,7.78,Unique
49.45,7.78,Unique
45.6,7.8,Unique
50.32,7.8,Unique
51.67,7.8,Unique
50.43,7.82,Unique
49.8,7.83,Unique
50.65,7.83,Unique
43.85,7.85,Unique
49.08,7.85,Unique
49.82,7.85,Unique
45.18,7.87,Unique
48.35,7.87,Unique
49.85,7.87,Unique
50.2,7.87,Unique
51.03,7.87,Unique
52.78,7.87,Unique
53.8,7.87,Unique
45.18,7.88,Unique
49.2,7.88,Unique
49.48,7.88,Unique
50.13,7.88,Unique
50.8,7.88,Unique
50.82,7.88,Unique
51.77,7.88,Unique
54.2,7.883333,Unique
44.13,7.9,Unique
49.57,7.9,Unique
49.97,7.9,Unique
53.6,7.9,Unique
49.5,7.92,Unique
49.98,7.92,Unique
52.4,7.92,Unique
54.18,7.92,Unique
47.97,7.93,Unique
48.15,7.93,Unique
49.23,7.93,Unique
51.38,7.93,Unique
48.47,7.95,Unique
49.05,7.95,Unique
49.4,7.95,Unique
49.58,7.95,Unique
50.63,7.95,Unique
50.78,7.95,Unique
52.7,7.95,Unique
53.55,7.95,Unique
45.95,7.97,Unique
49.2,7.97,Unique
49.98,7.97,Unique
50.97,7.97,Unique
51.45,7.97,Unique
49.1,7.98,Unique
44.33,8,Unique
44.67,8,Unique
44.92,8,Unique
45,8,Unique
45.33,8,Unique
47.67,8,Unique
48,8,Unique
48.25,8,Unique
48.33,8,Unique
48.42,8,Unique
48.67,8,Unique
49,8,Unique
49.33,8,Unique
49.38,8,Unique
50.33,8,Unique
50.67,8,Unique
50.88,8,Unique
50.95,8,Unique
51.43,8,Unique
52.33,8,Unique
52.88,8,Unique
53.18,8,Unique
48.58,8.02,Unique
49.53,8.02,Unique
50.56,8.02,Unique
44.92,8.03,Unique
49.38,8.03,Unique
50.9,8.03,Unique
50.92,8.03,Unique
51.8,8.03,Unique
52.18,8.03,Unique
52.87,8.03,Unique
50.41,8.04,Unique
43.88,8.05,Unique
44.68,8.05,Unique
49.95,8.05,Unique
50.45,8.05,Unique
51.4,8.05,Unique
52.28,8.05,Unique
53.5,8.05,Unique
48.63,8.07,Unique
48.7,8.07,Unique
50.38,8.07,Unique
50.62,8.07,Unique
48.17,8.1,Unique
48.27,8.1,Unique
51.12,8.1,Unique
51.57,8.1,Unique
49.1,8.12,Unique
49.75,8.12,Unique
43.92,8.13,Unique
48.48,8.13,Unique
49.28,8.13,Unique
53.53,8.13,Unique
49.47,8.17,Unique
49.57,8.17,Unique
50.73,8.17,Unique
53.07,8.17,Unique
47.88,8.18,Unique
48.78,8.2,Unique
48.87,8.2,Unique
49.32,8.2,Unique
49.37,8.2,Unique
50.35,8.2,Unique
53.27,8.2,Unique
48.22,8.22,Unique
50.73,8.22,Unique
53.15,8.22,Unique
53.18,8.22,Unique
40.88,8.23,Unique
44.03,8.23,Unique
44.05,8.23,Unique
44.88,8.23,Unique
48.75,8.23,Unique
50.03,8.23,Unique
50.07,8.23,Unique
45,8.25,Unique
49.3,8.25,Unique
49.57,8.25,Unique
50.3,8.25,Unique
50.47,8.25,Unique
50.98,8.25,Unique
52.92,8.25,Unique
44.12,8.27,Unique
50.22,8.27,Unique
50.28,8.27,Unique
51.35,8.27,Unique
52.98,8.27,Unique
50,8.28,Unique
50.02,8.28,Unique
50.73,8.28,Unique
51.85,8.28,Unique
52.73,8.28,Unique
54.9,8.28,Unique
49.03,8.3,Unique
50.53,8.3,Unique
51.67,8.3,Unique
54.8,8.3,Unique
54.83,8.3,Unique
39.14,8.31,Unique
44.13,8.32,Unique
44.4,8.32,Unique
49.55,8.32,Unique
50.17,8.32,Unique
50.68,8.32,Unique
50.72,8.32,Unique
39.15,8.33,Unique
44,8.33,Unique
44.67,8.33,Unique
45,8.33,Unique
45.33,8.33,Unique
45.67,8.33,Unique
46.33,8.33,Unique
47.67,8.33,Unique
48,8.33,Unique
48.33,8.33,Unique
48.67,8.33,Unique
48.78,8.33,Unique
49,8.33,Unique
49.33,8.33,Unique
49.67,8.33,Unique
50,8.33,Unique
50.67,8.33,Unique
51.35,8.33,Unique
51.67,8.33,Unique
51.68,8.33,Unique
51.92,8.33,Unique
52.33,8.33,Unique
52.5,8.33,Unique
52.51,8.33,Unique
54.67,8.33,Unique
54.87,8.33,Unique
54.9,8.333333,Unique
39.2,8.35,Unique
48.68,8.35,Unique
49.87,8.35,Unique
52.61,8.36,Unique
40.55,8.37,Unique
49.22,8.37,Unique
49.47,8.37,Unique
49.63,8.37,Unique
50.55,8.37,Unique
50.85,8.37,Unique
51.68,8.37,Unique
51.88,8.37,Unique
52.07,8.37,Unique
52.53,8.37,Unique
49.02,8.38,Unique
51.63,8.38,Unique
52.63,8.38,Unique
51.37,8.4,Unique
52.9,8.4,Unique
48.47,8.42,Unique
50.57,8.42,Unique
51.37,8.42,Unique
51.48,8.42,Unique
40.82,8.43,Unique
45.77,8.43,Unique
48.13,8.43,Unique
49.32,8.43,Unique
49.9,8.43,Unique
44.63,8.45,Unique
48.05,8.45,Unique
48.42,8.45,Unique
49.47,8.45,Unique
49.68,8.45,Unique
50.13,8.46,Unique
39.05,8.47,Unique
44.27,8.47,Unique
49.48,8.47,Unique
55.48,8.47,Unique
47.97,8.48,Unique
44.3,8.5,Unique
48.08,8.5,Unique
50.56,8.5,Unique
51.28,8.5,Unique
51.63,8.5,Unique
53.5,8.5,Unique
59.87,8.52,Unique
44.73,8.53,Unique
49.7,8.53,Unique
50.1,8.53,Unique
52.03,8.53,Unique
53.2,8.53,Unique
53.22,8.53,Unique
53.53,8.53,Unique
47.37,8.55,Unique
48.25,8.55,Unique
49.32,8.55,Unique
50.1,8.55,Unique
51.55,8.55,Unique
51.4,8.57,Unique
48.25,8.58,Unique
50.98,8.58,Unique
53.55,8.58,Unique
49.12,8.6,Unique
50.1,8.6,Unique
49.4,8.62,Unique
50.2,8.62,Unique
53.05,8.62,Unique
53.18,8.62,Unique
40.03,8.63,Unique
45.43,8.63,Unique
48.17,8.63,Unique
53.2,8.63,Unique
44.63,8.65,Unique
44.9,8.65,Unique
45.18,8.65,Unique
45.5,8.65,Unique
45.72,8.65,Unique
48.43,8.65,Unique
49.33,8.65,Unique
49.87,8.65,Unique
44.33,8.67,Unique
44.67,8.67,Unique
45,8.67,Unique
45.33,8.67,Unique
45.67,8.67,Unique
47.67,8.67,Unique
48,8.67,Unique
48.67,8.67,Unique
49,8.67,Unique
49.33,8.67,Unique
49.55,8.67,Unique
49.67,8.67,Unique
50,8.67,Unique
50.1,8.67,Unique
50.43,8.67,Unique
52,8.67,Unique
52.12,8.67,Unique
52.33,8.67,Unique
49.42,8.68,Unique
50.6,8.68,Unique
44.4,8.7,Unique
44.53,8.7,Unique
44.93,8.7,Unique
45.05,8.7,Unique
48.45,8.7,Unique
48.9,8.7,Unique
53.88,8.7,Unique
53.883333,8.7,Unique
53.15,8.71,Unique
45.25,8.72,Unique
45.47,8.72,Unique
50.18,8.72,Unique
50.37,8.72,Unique
53.08,8.72,Unique
45.25,8.73,Unique
50.9,8.73,Unique
52.63,8.73,Unique
34.4,8.75,Unique
39.48,8.75,Unique
47.72,8.75,Unique
50.1,8.75,Unique
50.33,8.75,Unique
51.72,8.75,Unique
52.1,8.75,Unique
44.42,8.77,Unique
48.28,8.77,Unique
48.3,8.77,Unique
50.8,8.77,Unique
50.88,8.77,Unique
45.52,8.78,Unique
50.83,8.78,Unique
48.8,8.8,Unique
49.38,8.8,Unique
51.06,8.8,Unique
52.22,8.8,Unique
52.93,8.8,Unique
53.06,8.8,Unique
35.17,8.82,Unique
44.75,8.82,Unique
47.98,8.82,Unique
48.2,8.82,Unique
52,8.82,Unique
39.08,8.83,Unique
45.82,8.83,Unique
50.22,8.83,Unique
51.28,8.83,Unique
53.63,8.83,Unique
44.82,8.85,Unique
48.87,8.85,Unique
49.72,8.85,Unique
51.75,8.85,Unique
52.18,8.85,Unique
53.53,8.85,Unique
45.55,8.87,Unique
47.87,8.87,Unique
48.07,8.87,Unique
48.28,8.87,Unique
48.6,8.87,Unique
48.8,8.87,Unique
49.88,8.87,Unique
51.27,8.87,Unique
51.55,8.87,Unique
51.93,8.87,Unique
52.22,8.87,Unique
45.33,8.88,Unique
45.47,8.88,Unique
47.75,8.88,Unique
48.77,8.88,Unique
44.88,8.9,Unique
49.13,8.9,Unique
49.57,8.9,Unique
53.05,8.9,Unique
34.33,8.92,Unique
40.58,8.92,Unique
44.95,8.92,Unique
48.32,8.92,Unique
50.55,8.92,Unique
51.77,8.92,Unique
52.3,8.92,Unique
45.63,8.93,Unique
47.93,8.93,Unique
50.13,8.93,Unique
37,8.95,Unique
44.4,8.95,Unique
44.9,8.95,Unique
49.97,8.95,Unique
39.18,8.97,Unique
44.98,8.97,Unique
45.72,8.97,Unique
48.93,8.97,Unique
49.55,8.97,Unique
50.6,8.97,Unique
42.13,8.98,Unique
49.3,8.98,Unique
49.47,8.98,Unique
50.15,8.98,Unique
54.32,8.98,Unique
37.33,9,Unique
40,9,Unique
41.33,9,Unique
42,9,Unique
44.33,9,Unique
44.67,9,Unique
45,9,Unique
45.33,9,Unique
45.67,9,Unique
45.72,9,Unique
46,9,Unique
47.23,9,Unique
48,9,Unique
48.33,9,Unique
48.67,9,Unique
49,9,Unique
49.02,9,Unique
49.33,9,Unique
49.67,9,Unique
50,9,Unique
51.67,9,Unique
51.68,9,Unique
52.33,9,Unique
59.5,9,Unique
51.18,9.01,Unique
47.85,9.02,Unique
48.22,9.02,Unique
48.68,9.02,Unique
48.8,9.02,Unique
48.83,9.02,Unique
48.73,9.03,Unique
49.27,9.03,Unique
50.42,9.03,Unique
50.47,9.03,Unique
52.27,9.03,Unique
48.52,9.05,Unique
52.53,9.05,Unique
54.5,9.05,Unique
47.78,9.07,Unique
49.55,9.07,Unique
54.13,9.07,Unique
50.08,9.08,Unique
54.12,9.08,Unique
39.23,9.1,Unique
44.83,9.1,Unique
45.18,9.1,Unique
49.75,9.1,Unique
51.4,9.1,Unique
53.89504,9.104836,Unique
39.22,9.12,Unique
44.37,9.12,Unique
45.13,9.12,Unique
50.28,9.12,Unique
50.77,9.12,Unique
52.45,9.12,Unique
54.22,9.12,Unique
39.23,9.13,Unique
44.35,9.13,Unique
45.07,9.13,Unique
47.75,9.13,Unique
48.95,9.13,Unique
52.82,9.13,Unique
53.48,9.13,Unique
34.13,9.15,Unique
42.3,9.15,Unique
45.45,9.15,Unique
48.766667,9.15,Unique
51.35,9.15,Unique
53.9,9.15,Unique
45.57,9.17,Unique
48.02,9.17,Unique
50,9.17,Unique
36.73,9.18,Unique
45.8,9.18,Unique
47.65,9.18,Unique
48.78,9.18,Unique
50.92,9.18,Unique
48.9,9.2,Unique
45.8,9.22,Unique
48.5,9.22,Unique
49.14,9.22,Unique
50.9,9.22,Unique
52.63,9.22,Unique
45.53,9.23,Unique
45.7,9.23,Unique
49.2,9.23,Unique
52.93,9.23,Unique
36.75,9.25,Unique
44.35,9.25,Unique
46,9.25,Unique
49.87,9.25,Unique
51.12,9.25,Unique
53.82,9.26,Unique
34.3,9.27,Unique
34.38,9.27,Unique
44.35,9.27,Unique
50.77,9.27,Unique
45.25,9.28,Unique
51.7,9.28,Unique
53.3,9.28,Unique
53.83,9.29,Unique
45.07,9.3,Unique
45.9,9.3,Unique
53.72,9.3,Unique
7.15,9.31,Unique
34.63,9.32,Unique
44.3,9.32,Unique
33.75,9.33,Unique
34.33,9.33,Unique
37,9.33,Unique
37.02,9.33,Unique
44,9.33,Unique
44.33,9.33,Unique
44.67,9.33,Unique
45,9.33,Unique
45.33,9.33,Unique
45.67,9.33,Unique
46,9.33,Unique
46.33,9.33,Unique
48.62,9.33,Unique
50,9.33,Unique
50.67,9.33,Unique
52.33,9.33,Unique
53.67,9.33,Unique
44.73,9.37,Unique
46.3,9.37,Unique
46.33,9.37,Unique
52.1,9.37,Unique
54.62,9.37,Unique
44.77,9.38,Unique
45.52,9.38,Unique
41.2,9.4,Unique
44.28,9.4,Unique
48.48,9.4,Unique
51.37,9.4,Unique
51.7,9.4,Unique
53.93,9.4,Unique
53.11,9.41,Unique
51.82,9.43,Unique
52.4,9.45,Unique
54.77,9.45,Unique
53.58,9.46,Unique
44.25,9.47,Unique
51.32,9.47,Unique
53.62,9.47,Unique
40.92,9.48,Unique
52.38,9.48,Unique
47.65,9.5,Unique
50.32,9.5,Unique
35.86,9.51,Unique
45.05,9.52,Unique
45.52,9.53,Unique
54.45,9.53,Unique
33.89,9.54,Unique
45.32,9.55,Unique
48.8,9.55,Unique
50.5,9.55,Unique
53.93,9.55,Unique
36.68,9.57,Unique
47.62,9.57,Unique
54.53,9.58,Unique
54.7,9.58,Unique
34.55,9.6,Unique
45.13,9.6,Unique
45.7,9.6,Unique
36.35,9.62,Unique
47.78,9.62,Unique
41,9.63,Unique
45.52,9.63,Unique
46.55,9.63,Unique
59.12,9.63,Unique
36.74,9.65,Unique
45.25,9.65,Unique
48.72,9.65,Unique
50.42,9.65,Unique
51.42,9.65,Unique
33.33,9.67,Unique
34,9.67,Unique
36.33,9.67,Unique
36.67,9.67,Unique
36.78,9.67,Unique
37.02,9.67,Unique
44,9.67,Unique
44.33,9.67,Unique
44.67,9.67,Unique
45,9.67,Unique
45.33,9.67,Unique
45.67,9.67,Unique
46,9.67,Unique
46.33,9.67,Unique
48.23,9.67,Unique
48.33,9.67,Unique
49,9.67,Unique
49.08,9.67,Unique
49.33,9.67,Unique
49.62,9.67,Unique
50,9.67,Unique
50.33,9.67,Unique
50.55,9.67,Unique
51.33,9.67,Unique
54.32,9.67,Unique
35.07,9.68,Unique
45.7,9.68,Unique
46.13,9.68,Unique
49.15,9.68,Unique
51.43,9.68,Unique
53.68,9.68,Unique
53.77,9.68,Unique
39.93,9.7,Unique
45.03,9.7,Unique
45.35,9.7,Unique
48.8,9.7,Unique
50.87,9.7,Unique
52.366667,9.716667,Unique
52.1,9.72,Unique
52.38,9.73,Unique
54.52,9.73,Unique
54.6,9.74,Unique
36.57,9.75,Unique
45.52,9.75,Unique
48.27,9.75,Unique
48.73,9.75,Unique
49.92,9.75,Unique
50.68,9.75,Unique
52.45,9.75,Unique
36.75,9.77,Unique
49.5,9.77,Unique
36.6,9.78,Unique
50.97,9.78,Unique
52.1,9.78,Unique
33.88,9.8,Unique
36.85,9.8,Unique
44.07,9.8,Unique
45.18,9.8,Unique
49.7,9.8,Unique
35.35,9.82,Unique
34.52,9.83,Unique
36.7,9.83,Unique
44.1,9.83,Unique
52.82,9.83,Unique
36.7,9.85,Unique
37.3,9.85,Unique
45.4,9.85,Unique
49.27,9.85,Unique
52.4,9.85,Unique
36.7,9.87,Unique
45.28,9.87,Unique
44.38,9.88,Unique
45.57,9.88,Unique
46.17,9.88,Unique
50.12,9.88,Unique
36.37,9.9,Unique
36.8,9.9,Unique
44.42,9.9,Unique
34.08,9.92,Unique
36.83,9.92,Unique
36.87,9.92,Unique
48.22,9.92,Unique
57.05,9.92,Unique
44.32,9.93,Unique
45.53,9.93,Unique
49.8,9.93,Unique
36.82,9.95,Unique
49.63,9.95,Unique
53.57,9.95,Unique
53.563056,9.967222,Unique
36.75,9.97,Unique
44.05,9.97,Unique
44.12,9.97,Unique
44.2,9.97,Unique
49.08,9.97,Unique
51.87,9.97,Unique
52.15,9.97,Unique
53.48,9.97,Unique
54.57,9.97,Unique
33.78,9.98,Unique
37,9.98,Unique
44.52,9.98,Unique
44.62,9.98,Unique
51.7,9.98,Unique
52.11,9.98,Unique
52.77,9.98,Unique
53.85,9.98,Unique
33.98,10,Unique
35,10,Unique
36.33,10,Unique
37,10,Unique
37.33,10,Unique
40,10,Unique
44,10,Unique
44.33,10,Unique
44.67,10,Unique
45,10,Unique
45.33,10,Unique
45.65,10,Unique
45.67,10,Unique
46,10,Unique
46.33,10,Unique
48.33,10,Unique
48.4,10,Unique
48.83,10,Unique
49.12,10,Unique
49.18,10,Unique
49.35,10,Unique
49.5,10,Unique
50.5,10,Unique
51.33,10,Unique
53.55,10,Unique
54.08,10,Unique
54.67,10,Unique
34.12,10.02,Unique
44.05,10.02,Unique
49.71,10.02,Unique
50.4,10.02,Unique
34.07,10.03,Unique
35.68,10.03,Unique
36.77,10.03,Unique
45.13,10.03,Unique
53.5,10.03,Unique
44.87,10.05,Unique
51.18,10.05,Unique
36.98,10.07,Unique
50.33,10.07,Unique
50.95,10.07,Unique
44.83,10.08,Unique
45.27,10.08,Unique
49.15,10.08,Unique
52.62,10.08,Unique
53.55,10.08,Unique
44.07,10.1,Unique
44.7,10.1,Unique
44.82,10.1,Unique
33.85,10.12,Unique
44.05,10.12,Unique
44.08,10.12,Unique
49.15,10.12,Unique
50.15,10.12,Unique
50.72,10.12,Unique
36.35,10.13,Unique
36.62,10.13,Unique
42.8,10.13,Unique
44.68,10.13,Unique
45.33,10.13,Unique
46.2,10.13,Unique
48.12,10.13,Unique
48.97,10.13,Unique
36.4,10.15,Unique
50.15,10.15,Unique
54.33,10.15,Unique
33.63,10.17,Unique
35,10.17,Unique
36.01,10.17,Unique
42.75,10.17,Unique
45.02,10.17,Unique
48.3,10.17,Unique
49.75,10.17,Unique
51.8,10.17,Unique
54.38,10.17,Unique
33.63,10.18,Unique
34.5,10.18,Unique
36.8,10.18,Unique
36.9,10.18,Unique
44.75,10.18,Unique
47.98,10.18,Unique
51.02,10.18,Unique
52.42,10.18,Unique
52.43,10.2,Unique
52.92,10.2,Unique
54.7,10.2,Unique
44.75,10.22,Unique
47.57,10.22,Unique
48.43,10.22,Unique
51.52,10.22,Unique
42.8,10.23,Unique
36.36,10.24,Unique
36.92,10.25,Unique
43.97,10.25,Unique
45.55,10.25,Unique
49.53,10.25,Unique
50.05,10.25,Unique
51.97,10.25,Unique
52.32,10.25,Unique
44.87,10.27,Unique
43.67,10.28,Unique
48.45,10.28,Unique
50.88,10.28,Unique
33.67,10.3,Unique
36.42,10.3,Unique
38.83,10.3,Unique
44.62,10.3,Unique
47.72,10.3,Unique
47.98,10.3,Unique
52.67,10.3,Unique
33.59,10.31,Unique
